,school_id,prob_fail,prob_pass
0,136745,32.84983444213867,67.15016174316406
1,108468,57.31786346435547,42.682132720947266
2,109056,70.05962371826172,29.940378189086914
3,106462,44.777740478515625,55.222259521484375
4,107083,6.7474470138549805,93.25254821777344
5,136526,86.03007507324219,13.969922065734863
6,106058,28.630369186401367,71.36962890625
7,107798,7.412618637084961,92.58737182617188
8,104464,36.06309127807617,63.93690872192383
9,136809,22.402311325073242,77.59768676757812
10,106249,17.961780548095703,82.03821563720703
11,108636,96.57865905761719,3.421342372894287
12,109058,75.01050567626953,24.98948860168457
13,108125,20.32830238342285,79.67169189453125
14,136823,52.83749008178711,47.162513732910156
15,108889,69.99785614013672,30.002147674560547
16,108609,70.93948364257812,29.060510635375977
17,106169,4.345733165740967,95.6542739868164
18,109069,72.7861557006836,27.213848114013672
19,109073,77.09728240966797,22.902725219726562
20,109367,35.890777587890625,64.10922241210938
21,107529,51.10717010498047,48.89282989501953
22,109136,60.19950485229492,39.800498962402344
23,109797,50.10624694824219,49.89375305175781
24,105752,35.37183380126953,64.62816619873047
25,107598,46.421356201171875,53.578643798828125
26,107582,10.198538780212402,89.80146789550781
27,109262,71.97772216796875,28.02227210998535
28,108677,66.09806060791016,33.90193176269531
29,106000,19.755983352661133,80.24402618408203
30,109838,90.56450653076172,9.43549633026123
31,104436,67.62405395507812,32.37594985961914
32,108734,73.27838897705078,26.721609115600586
33,104658,14.445011138916016,85.55499267578125
34,164506,58.22161865234375,41.77838134765625
35,108719,87.4933090209961,12.506690979003906
36,104520,25.872838973999023,74.12715911865234
37,109096,73.46446228027344,26.535541534423828
38,108782,47.29755401611328,52.702449798583984
39,108984,94.49867248535156,5.501321792602539
40,136724,50.906681060791016,49.09331130981445
41,108318,82.8198013305664,17.180200576782227
42,107637,21.691137313842773,78.3088607788086
43,136649,74.93180084228516,25.068199157714844
44,136488,69.19245910644531,30.80754280090332
45,109264,65.78351593017578,34.21648406982422
46,108538,60.76681137084961,39.233192443847656
47,109098,51.86723327636719,48.13276290893555
48,108465,50.165103912353516,49.834896087646484
49,136896,49.797054290771484,50.20294952392578
50,109863,60.355384826660156,39.644615173339844
51,108759,62.109554290771484,37.89044189453125
52,104484,12.302693367004395,87.69731140136719
53,107326,19.471899032592773,80.5280990600586
54,136749,86.40242004394531,13.597579002380371
55,108021,45.25498580932617,54.74501419067383
56,108596,87.23458862304688,12.765413284301758
57,106122,18.804546356201172,81.1954574584961
58,136816,57.923465728759766,42.0765380859375
59,109097,48.44709777832031,51.55289840698242
60,136905,33.41005325317383,66.5899429321289
61,109525,27.150625228881836,72.84937286376953
62,164504,67.5079574584961,32.49203872680664
