,school_id,heading,prob_fail,prob_pass
0,106679,50.,36.008209228515625,63.991790771484375
1,109330,140,39.60935592651367,60.39064025878906
2,105570,140,2.762033700942993,97.23796081542969
3,109103,140,34.002777099609375,65.99722290039062
4,105620,140,37.06650161743164,62.93349838256836
5,104513,330,16.057146072387695,83.9428482055664
6,107856,230,37.641273498535156,62.358726501464844
7,109710,230,31.820371627807617,68.17963409423828
8,109740,330,18.292682647705078,81.70731353759766
9,105794,140,17.020994186401367,82.97900390625
10,109420,230,28.80029296875,71.19970703125
11,107991,230,58.62074661254883,41.37925338745117
12,108004,50.,39.316768646240234,60.6832275390625
13,109408,330,35.683555603027344,64.31645202636719
14,105537,140,23.955766677856445,76.04423522949219
15,106397,230,17.195632934570312,82.80436706542969
16,136468,230,56.331878662109375,43.66811752319336
17,107267,50.,18.013294219970703,81.98670959472656
18,136515,230,51.31843185424805,48.68156814575195
19,109851,330,51.9620246887207,48.03797912597656
20,108864,50.,50.75300979614258,49.24699020385742
21,106802,330,20.51934814453125,79.48065948486328
22,109716,50.,34.85776901245117,65.1422348022461
23,106963,50.,14.534662246704102,85.46533966064453
24,106774,330,8.220531463623047,91.77946472167969
25,106773,230,25.303056716918945,74.69693756103516
26,109687,140,33.75503158569336,66.24496459960938
27,108651,140,23.273616790771484,76.72637939453125
28,107089,140,35.45267105102539,64.54733276367188
29,105033,50.,11.074605941772461,88.9253921508789
30,108952,50.,12.930387496948242,87.06961059570312
31,105838,330,10.467771530151367,89.5322265625
32,106566,230,39.63703536987305,60.36296463012695
33,107895,50.,40.97093963623047,59.02906036376953
34,107542,140,24.142803192138672,75.85719299316406
35,108006,140,9.818743705749512,90.18125915527344
36,107523,230,22.023435592651367,77.97657012939453
37,106683,330,17.69808006286621,82.30191802978516
38,104640,330,17.816349029541016,82.18365478515625
39,107374,330,15.73452091217041,84.2654800415039
40,136634,140,25.17923927307129,74.82075500488281
41,105209,140,16.214599609375,83.785400390625
42,159017,140,14.790529251098633,85.20947265625
43,104593,140,17.676830291748047,82.32316589355469
44,106788,230,29.764619827270508,70.23538208007812
45,107469,50.,26.401546478271484,73.59845733642578
46,105497,140,22.87847137451172,77.12152862548828
47,106352,330,10.78900146484375,89.21099090576172
48,107038,140,45.012481689453125,54.98751449584961
49,158514,330,31.212154388427734,68.78784942626953
50,105496,330,10.249340057373047,89.75065612792969
51,136728,230,30.903043746948242,69.09695434570312
52,107049,50.,24.835289001464844,75.16471099853516
53,106537,50.,11.636967658996582,88.36302947998047
54,107846,230,26.730003356933594,73.2699966430664
55,105942,50.,12.208211898803711,87.79178619384766
56,104815,140,13.861912727355957,86.13809204101562
57,106615,140,29.223840713500977,70.77616119384766
58,105272,140,24.672422409057617,75.32758331298828
59,106239,330,16.844648361206055,83.15534973144531
60,106105,50.,55.3363037109375,44.6636962890625
61,109472,230,39.742610931396484,60.25738525390625
62,136525,140,60.828826904296875,39.17116928100586
63,136863,50.,31.228374481201172,68.77162170410156
64,107522,140,22.011098861694336,77.98890686035156
65,136722,230,52.82612609863281,47.17387390136719
66,106239,140,22.611194610595703,77.38880920410156
67,106897,50.,20.19170379638672,79.80828857421875
68,104416,140,39.82149887084961,60.17849349975586
69,109192,140,24.65296173095703,75.34703826904297
70,106177,230,11.753706932067871,88.24629211425781
71,106550,50.,13.096012115478516,86.90398406982422
72,107149,230,32.64185333251953,67.35814666748047
73,107859,140,16.456737518310547,83.54325866699219
74,106131,230,18.632003784179688,81.36799621582031
75,107622,230,38.835140228271484,61.16486358642578
76,105446,230,18.07221794128418,81.92778015136719
77,105486,230,18.338138580322266,81.661865234375
78,108050,140,32.52751541137695,67.47248840332031
79,105939,50.,16.56504249572754,83.4349594116211
80,104645,140,5.7056803703308105,94.29432678222656
81,105778,230,19.170751571655273,80.8292465209961
82,159504,50.,33.95968246459961,66.04032135009766
83,106629,330,13.991077423095703,86.00891876220703
84,104598,140,15.424910545349121,84.57508850097656
85,104519,230,13.611539840698242,86.38846588134766
86,105213,230,17.966859817504883,82.03314208984375
87,109706,50.,46.37458801269531,53.62541580200195
88,136633,140,41.73386001586914,58.26613998413086
89,108178,50.,37.10236358642578,62.89763641357422
90,108638,50.,23.657445907592773,76.34255981445312
91,108178,140,34.99144744873047,65.008544921875
92,107735,230,7.704128265380859,92.29586791992188
93,108159,50.,49.04170608520508,50.95829391479492
94,104924,140,37.69343948364258,62.30655288696289
95,104799,230,24.501155853271484,75.49884033203125
96,109393,140,45.57121276855469,54.42879104614258
97,104822,330,23.992591857910156,76.00740814208984
98,106588,330,8.774195671081543,91.2258071899414
99,136432,50.,53.7710075378418,46.229000091552734
100,108040,230,45.708065032958984,54.291927337646484
101,109841,230,38.07533645629883,61.924659729003906
102,104735,230,36.8908805847168,63.1091194152832
103,109422,140,38.09423828125,61.905757904052734
104,106583,140,9.459150314331055,90.54084777832031
105,106228,140,40.931243896484375,59.068756103515625
106,106822,330,18.42451286315918,81.57548522949219
107,107114,230,17.14094352722168,82.85905456542969
108,107473,230,20.495872497558594,79.50413513183594
109,104677,230,37.311710357666016,62.68828582763672
110,109174,140,32.778499603271484,67.22149658203125
111,104744,330,30.033843994140625,69.9661636352539
112,109108,330,18.602359771728516,81.39764404296875
113,107954,330,16.24001693725586,83.7599868774414
114,105050,50.,16.438461303710938,83.5615463256836
115,106849,140,12.532681465148926,87.46731567382812
116,106574,140,7.6815948486328125,92.31840515136719
117,105883,230,43.062705993652344,56.937294006347656
118,106315,140,30.722484588623047,69.27751922607422
119,106347,330,12.054237365722656,87.94576263427734
120,107839,140,36.99884033203125,63.001155853271484
121,105362,140,30.20806312561035,69.79193878173828
122,164531,330,20.657129287719727,79.34286499023438
123,107072,140,12.447090148925781,87.55290985107422
124,106555,330,15.352060317993164,84.64793395996094
125,106234,230,21.31909942626953,78.68089294433594
126,105299,330,12.791669845581055,87.20833587646484
127,107904,140,14.643957138061523,85.35604095458984
128,107118,140,9.972017288208008,90.02798461914062
129,105620,230,38.62356185913086,61.376434326171875
130,109447,330,31.569942474365234,68.4300537109375
131,108125,230,32.03673553466797,67.96326446533203
132,108895,140,38.25634002685547,61.74365997314453
133,106830,230,22.367856979370117,77.63214111328125
134,109051,50.,32.76123809814453,67.23876190185547
135,106653,140,9.841508865356445,90.15848541259766
136,106916,230,13.42526626586914,86.5747299194336
137,107788,330,33.722835540771484,66.27716064453125
138,107239,140,18.696285247802734,81.3037109375
139,109163,50.,33.771419525146484,66.22858428955078
