,school_id,heading,prob_fail,prob_pass
0,106679,50.,33.99618148803711,66.00381469726562
1,109330,140,42.49634552001953,57.503658294677734
2,105570,140,4.020966053009033,95.97903442382812
3,109103,140,12.688636779785156,87.31136322021484
4,105620,140,65.31937408447266,34.680633544921875
5,104513,330,35.674583435058594,64.3254165649414
6,107856,230,29.48448371887207,70.51551055908203
7,109710,230,29.27594566345215,70.72406005859375
8,109740,330,18.4407958984375,81.5592041015625
9,105794,140,10.040616989135742,89.95938110351562
10,109420,230,44.529842376708984,55.470157623291016
11,107991,230,59.02691650390625,40.973087310791016
12,108004,50.,51.551090240478516,48.448909759521484
13,109408,330,32.411781311035156,67.58821868896484
14,105537,140,34.62519454956055,65.37480163574219
15,106397,230,5.540108680725098,94.45989227294922
16,136468,230,58.84648513793945,41.15351867675781
17,107267,50.,47.50886154174805,52.49113464355469
18,136515,230,37.664669036865234,62.335330963134766
19,109851,330,32.82978057861328,67.17021942138672
20,108864,50.,41.696258544921875,58.30373764038086
21,106802,330,20.391698837280273,79.60830688476562
22,109716,50.,50.76271438598633,49.23728561401367
23,106963,50.,12.950955390930176,87.04904174804688
24,106774,330,15.998886108398438,84.00111389160156
25,106773,230,7.872209548950195,92.12779235839844
26,109687,140,28.409364700317383,71.59062957763672
27,108651,140,34.45261001586914,65.5473861694336
28,107089,140,21.110946655273438,78.8890609741211
29,105033,50.,3.4837429523468018,96.5162582397461
30,108952,50.,30.04527473449707,69.95472717285156
31,105838,330,14.665029525756836,85.33497619628906
32,106566,230,32.28444290161133,67.7155532836914
33,107895,50.,23.302093505859375,76.69790649414062
34,107542,140,54.823951721191406,45.176048278808594
35,108006,140,12.737735748291016,87.26226806640625
36,107523,230,27.91376495361328,72.08624267578125
37,106683,330,31.68075942993164,68.31924438476562
38,104640,330,18.48050308227539,81.51949310302734
39,107374,330,20.607168197631836,79.39282989501953
40,136634,140,20.62416648864746,79.3758316040039
41,105209,140,33.92829132080078,66.07170867919922
42,159017,140,8.981828689575195,91.01817321777344
43,104593,140,32.18505096435547,67.81494903564453
44,106788,230,14.584517478942871,85.41548919677734
45,107469,50.,31.40610122680664,68.59390258789062
46,105497,140,23.724328994750977,76.27567291259766
47,106352,330,3.368121385574341,96.63188171386719
48,107038,140,46.2470817565918,53.7529182434082
49,158514,330,45.944496154785156,54.05550765991211
50,105496,330,5.659003734588623,94.34099578857422
51,136728,230,37.39496994018555,62.60503005981445
52,107049,50.,10.1124849319458,89.88751983642578
53,106537,50.,6.926420211791992,93.07357788085938
54,107846,230,29.889875411987305,70.11011505126953
55,105942,50.,18.246767044067383,81.75323486328125
56,104815,140,5.98195219039917,94.01805114746094
57,106615,140,25.111112594604492,74.8888931274414
58,105272,140,25.12445068359375,74.87554931640625
59,106239,330,14.55211067199707,85.44789123535156
60,106105,50.,43.32600402832031,56.67399215698242
61,109472,230,44.98198699951172,55.01801300048828
62,136525,140,35.986202239990234,64.01380157470703
63,136863,50.,33.879695892333984,66.12030792236328
64,107522,140,19.75992774963379,80.24006652832031
65,136722,230,56.42282485961914,43.577178955078125
66,106239,140,34.31325912475586,65.68673706054688
67,106897,50.,14.641308784484863,85.35868835449219
68,104416,140,27.48245620727539,72.51754760742188
69,109192,140,23.34076690673828,76.65923309326172
70,106177,230,24.72479248046875,75.27521514892578
71,106550,50.,8.70089340209961,91.2990951538086
72,107149,230,29.595930099487305,70.40406799316406
73,107859,140,18.471364974975586,81.52862548828125
74,106131,230,17.98672866821289,82.01327514648438
75,107622,230,36.501617431640625,63.49837875366211
76,105446,230,37.195396423339844,62.80461120605469
77,105486,230,8.41341495513916,91.58659362792969
78,108050,140,16.23077964782715,83.76921844482422
79,105939,50.,19.813785552978516,80.18620300292969
80,104645,140,8.107035636901855,91.8929672241211
81,105778,230,17.934539794921875,82.06546020507812
82,159504,50.,26.8712100982666,73.12879180908203
83,106629,330,12.292732238769531,87.70726776123047
84,104598,140,9.62900161743164,90.3709945678711
85,104519,230,8.9260892868042,91.07390594482422
86,105213,230,37.26979064941406,62.73021697998047
87,109706,50.,48.66971206665039,51.33028793334961
88,136633,140,33.52863311767578,66.47136688232422
89,108178,50.,48.57532501220703,51.42467498779297
90,108638,50.,23.276466369628906,76.72354125976562
91,108178,140,32.55708694458008,67.44290924072266
92,107735,230,7.025393962860107,92.974609375
93,108159,50.,39.02545166015625,60.974544525146484
94,104924,140,24.269262313842773,75.73074340820312
95,104799,230,12.518321990966797,87.48168182373047
96,109393,140,49.49180603027344,50.5081901550293
97,104822,330,47.893035888671875,52.106971740722656
98,106588,330,18.54987335205078,81.45012664794922
99,136432,50.,56.457637786865234,43.542362213134766
100,108040,230,34.40199661254883,65.59800720214844
101,109841,230,33.24781799316406,66.75218200683594
102,104735,230,25.33738899230957,74.66261291503906
103,109422,140,50.824195861816406,49.175804138183594
104,106583,140,16.855127334594727,83.14488220214844
105,106228,140,52.57982635498047,47.420169830322266
106,106822,330,20.589445114135742,79.41056060791016
107,107114,230,13.792254447937012,86.2077407836914
108,107473,230,7.842656135559082,92.15734100341797
109,104677,230,35.9119987487793,64.08799743652344
