,school_id,prob_fail,prob_pass
0,108468,59.843719482421875,40.15627670288086
1,107083,24.694576263427734,75.30542755126953
2,136526,69.20088195800781,30.799118041992188
3,106058,12.878259658813477,87.12173461914062
4,107798,30.438209533691406,69.5617904663086
5,104464,38.09939193725586,61.900604248046875
6,136809,40.97907638549805,59.020931243896484
7,106249,10.172151565551758,89.82785034179688
8,108636,70.50770568847656,29.492298126220703
9,109058,64.98646545410156,35.01353454589844
10,108125,41.085113525390625,58.914886474609375
11,136776,19.10780906677246,80.8921890258789
12,108889,74.64704132080078,25.35295867919922
13,109069,78.85751342773438,21.142486572265625
14,109073,83.81114959716797,16.1888427734375
15,109367,36.665348052978516,63.33465576171875
16,107529,65.02954864501953,34.9704475402832
17,109136,79.86358642578125,20.13641357421875
18,107598,61.64724349975586,38.35275650024414
19,107582,32.39154815673828,67.60845184326172
20,109262,67.92247009277344,32.077537536621094
21,108677,46.89312744140625,53.106868743896484
22,106000,8.431499481201172,91.5685043334961
23,109018,64.25335693359375,35.74663543701172
24,136713,42.941287994384766,57.05870819091797
25,108004,41.24543380737305,58.75457000732422
26,109838,74.69979095458984,25.300207138061523
27,104436,66.82247924804688,33.177520751953125
28,108734,63.341331481933594,36.65866470336914
29,104658,32.46702194213867,67.5329818725586
30,164506,62.139217376708984,37.860782623291016
31,108719,72.1573257446289,27.842679977416992
32,109096,39.61639404296875,60.38360595703125
33,108782,76.20491027832031,23.795095443725586
34,109591,38.984344482421875,61.015655517578125
35,108984,77.22311401367188,22.77688980102539
36,305398,90.50332641601562,9.496674537658691
37,136724,76.49507904052734,23.504920959472656
38,108318,76.50495910644531,23.495037078857422
39,107637,14.724095344543457,85.27590942382812
40,136649,82.58232879638672,17.417673110961914
41,136488,73.87396240234375,26.126039505004883
42,108538,34.4946174621582,65.50538635253906
43,109098,49.13272476196289,50.867279052734375
44,108465,35.24359893798828,64.75640869140625
45,109863,62.56398010253906,37.43601608276367
46,108759,58.2785530090332,41.7214469909668
47,104484,15.161697387695312,84.83831024169922
48,136749,78.22090911865234,21.779094696044922
49,107587,53.721290588378906,46.278709411621094
50,108021,73.94339752197266,26.05660629272461
51,136816,53.81897735595703,46.1810188293457
52,109097,67.7768783569336,32.223121643066406
53,136905,78.63874053955078,21.361265182495117
54,109525,71.83097076416016,28.16903305053711
55,164504,59.044189453125,40.955810546875
56,107218,40.789634704589844,59.21036148071289
57,109536,79.36236572265625,20.637630462646484
58,108020,77.43092346191406,22.569082260131836
59,109493,49.47637176513672,50.52362823486328
60,105099,20.75136375427246,79.2486343383789
61,107710,20.71721649169922,79.28278350830078
62,108661,72.03777313232422,27.96222496032715
63,136770,37.52130126953125,62.47869873046875
64,136431,55.452091217041016,44.547908782958984
65,136772,68.10643768310547,31.89356231689453
66,107186,36.64600372314453,63.3539924621582
67,107366,47.76216506958008,52.237831115722656
68,105996,15.492712020874023,84.50728607177734
69,136670,39.29820251464844,60.7017936706543
70,109479,85.52694702148438,14.47304630279541
71,108997,69.25125122070312,30.748748779296875
72,108188,63.77825927734375,36.22174072265625
73,107200,61.262840270996094,38.73716354370117
74,108632,63.31310272216797,36.68689727783203
75,104425,32.723121643066406,67.2768783569336
76,109170,75.99616241455078,24.003843307495117
77,108796,65.20539855957031,34.79460906982422
78,107916,67.43531799316406,32.5646858215332
79,108965,82.1899185180664,17.810081481933594
80,104913,37.38001251220703,62.619991302490234
81,109624,52.55048751831055,47.44950866699219
82,108327,86.41217041015625,13.587824821472168
83,136546,89.19515991210938,10.804845809936523
84,104673,7.48836612701416,92.51163482666016
85,109631,85.1815414428711,14.818456649780273
86,108192,51.189022064208984,48.810977935791016
87,108378,64.77583312988281,35.224159240722656
88,108236,42.840431213378906,57.159568786621094
89,109208,45.819576263427734,54.180423736572266
90,108225,95.9010009765625,4.099002838134766
91,109705,64.03760528564453,35.962398529052734
92,109107,61.42371368408203,38.5762825012207
93,109517,61.66073226928711,38.33926773071289
94,107595,45.841007232666016,54.158992767333984
95,108193,38.429771423339844,61.570228576660156
96,109046,72.07762908935547,27.922374725341797
97,223512,74.4741439819336,25.525859832763672
98,108799,75.7931900024414,24.206817626953125
99,109297,62.03984069824219,37.96016311645508
100,109117,66.16703796386719,33.83296585083008
101,107416,23.376827239990234,76.6231689453125
102,104762,11.234906196594238,88.76509857177734
103,108207,69.21123504638672,30.788772583007812
104,107064,67.31224822998047,32.68775177001953
105,164003,63.195674896240234,36.804325103759766
106,108022,62.23660659790039,37.763397216796875
107,136473,61.315162658691406,38.684837341308594
108,109526,37.63225555419922,62.36774826049805
109,136436,44.855690002441406,55.14430236816406
110,109748,76.05472564697266,23.945270538330078
111,109711,83.5559310913086,16.444067001342773
112,108668,75.87230682373047,24.127685546875
113,109687,10.091104507446289,89.90889739990234
114,108720,55.83879852294922,44.16120147705078
115,167502,82.0010757446289,17.99892807006836
116,109822,44.40300750732422,55.59699630737305
117,136795,29.424875259399414,70.57512664794922
118,136739,33.5092887878418,66.49071502685547
119,163515,66.30131530761719,33.69868087768555
