,school_id,heading,prob_fail,prob_pass
0,106679,50.,43.2598762512207,56.74012756347656
1,109330,140,44.435237884521484,55.564762115478516
2,105570,140,27.865262985229492,72.1347427368164
3,109103,140,24.96580696105957,75.03418731689453
4,105620,140,33.187686920166016,66.81230926513672
5,104513,330,21.6805419921875,78.3194580078125
6,107856,230,48.37737274169922,51.62262725830078
7,109710,230,41.602352142333984,58.39764404296875
8,109740,330,35.435211181640625,64.56478118896484
9,105794,140,23.85428810119629,76.14570617675781
10,109420,230,43.55372619628906,56.44627380371094
11,107991,230,52.67551040649414,47.32448959350586
12,108004,50.,46.657203674316406,53.34278869628906
13,109408,330,48.20249557495117,51.7974967956543
14,105537,140,36.38784408569336,63.61215591430664
15,106397,230,19.192564010620117,80.80743408203125
16,136468,230,87.92505645751953,12.074947357177734
17,107267,50.,35.7860221862793,64.21397399902344
18,136515,230,43.40080261230469,56.59919357299805
19,109851,330,53.31321334838867,46.68678665161133
20,108864,50.,38.23921203613281,61.76078796386719
21,106802,330,31.54238510131836,68.4576187133789
22,109716,50.,59.94451141357422,40.055484771728516
23,106963,50.,15.605616569519043,84.3943862915039
24,106774,330,26.4921875,73.5078125
25,106773,230,25.97307014465332,74.02693939208984
26,109687,140,37.22938537597656,62.7706184387207
27,108651,140,27.62345314025879,72.37654113769531
28,107089,140,20.308269500732422,79.69173431396484
29,105033,50.,17.321216583251953,82.67877960205078
30,108952,50.,22.177703857421875,77.82229614257812
31,105838,330,11.473711967468262,88.52629089355469
32,106566,230,16.079097747802734,83.9208984375
33,107895,50.,36.86811447143555,63.13188171386719
34,107542,140,42.59312438964844,57.40687942504883
35,108006,140,19.54991912841797,80.45008087158203
36,107523,230,28.02761459350586,71.97238159179688
37,106683,330,37.0015754699707,62.9984245300293
38,104640,330,25.032604217529297,74.96739959716797
39,107374,330,25.43511962890625,74.56487274169922
40,136634,140,35.711936950683594,64.2880630493164
41,105209,140,33.98765182495117,66.01234436035156
42,159017,140,28.33128547668457,71.66871643066406
43,104593,140,45.08253860473633,54.91746139526367
44,106788,230,25.2196102142334,74.78038787841797
45,107469,50.,39.57510757446289,60.42489242553711
46,105497,140,21.55821990966797,78.44178009033203
47,106352,330,15.415074348449707,84.58493041992188
48,107038,140,36.133155822753906,63.86684799194336
49,158514,330,53.8567008972168,46.14330291748047
50,105496,330,21.6028995513916,78.39710998535156
51,136728,230,40.66462707519531,59.33536911010742
52,107049,50.,23.90824317932129,76.09175872802734
53,106537,50.,26.470273971557617,73.52972412109375
54,107846,230,40.893272399902344,59.10673141479492
55,105942,50.,32.65195083618164,67.34805297851562
56,104815,140,32.29252243041992,67.70748138427734
57,106615,140,24.871103286743164,75.12889099121094
58,105272,140,40.07796096801758,59.92203903198242
59,106239,330,35.09199142456055,64.90800476074219
60,106105,50.,43.26248550415039,56.737510681152344
61,109472,230,41.96683120727539,58.03316879272461
62,136525,140,39.50339889526367,60.496604919433594
63,136863,50.,47.126075744628906,52.87392044067383
64,107522,140,15.966341018676758,84.03366088867188
65,136722,230,52.78413772583008,47.21586608886719
66,106239,140,20.99872398376465,79.00127410888672
67,106897,50.,32.22285842895508,67.77713012695312
68,104416,140,43.00592041015625,56.994075775146484
69,109192,140,23.385360717773438,76.6146469116211
70,106177,230,41.34567642211914,58.654327392578125
71,106550,50.,30.166534423828125,69.83346557617188
72,107149,230,21.071792602539062,78.9281997680664
73,107859,140,46.282352447509766,53.717647552490234
74,106131,230,21.320453643798828,78.67955017089844
75,107622,230,42.13127517700195,57.86873245239258
76,105446,230,29.248291015625,70.75170135498047
77,105486,230,15.179170608520508,84.82083129882812
78,108050,140,34.28800582885742,65.71199035644531
79,105939,50.,22.484058380126953,77.51594543457031
80,104645,140,21.627466201782227,78.3725357055664
81,105778,230,31.50375747680664,68.4962387084961
82,159504,50.,28.68964958190918,71.31034851074219
83,106629,330,15.894946098327637,84.10505676269531
84,104598,140,35.65361022949219,64.34638977050781
85,104519,230,39.09746170043945,60.90254211425781
86,105213,230,25.643535614013672,74.3564682006836
87,109706,50.,47.41303634643555,52.58695983886719
88,136633,140,45.32986068725586,54.670135498046875
89,108178,50.,38.09828567504883,61.901710510253906
90,108638,50.,13.51640796661377,86.48358917236328
91,108178,140,40.0926628112793,59.90733337402344
