,school_id,heading,prob_fail,prob_pass
0,106679,50.,53.57509231567383,46.42490768432617
1,109330,140,61.419612884521484,38.58039474487305
2,105570,140,13.568708419799805,86.43128967285156
3,109103,140,37.31167984008789,62.68832778930664
4,105620,140,63.92809295654297,36.07190704345703
5,104513,330,47.324127197265625,52.675880432128906
6,107856,230,48.950748443603516,51.049251556396484
7,109710,230,40.43266296386719,59.56733322143555
8,109740,330,33.38927459716797,66.61072540283203
9,105794,140,26.407258987426758,73.59274291992188
10,109420,230,43.522865295410156,56.477134704589844
11,107991,230,42.23337936401367,57.76662063598633
12,108004,50.,47.012107849121094,52.98789596557617
13,109408,330,54.55910110473633,45.44090270996094
14,105537,140,35.424922943115234,64.5750732421875
15,106397,230,8.994135856628418,91.005859375
16,136468,230,58.97228240966797,41.027713775634766
17,107267,50.,43.7600212097168,56.2399787902832
18,136515,230,57.811309814453125,42.18869400024414
19,109851,330,42.64719772338867,57.352806091308594
20,108864,50.,27.243688583374023,72.75631713867188
21,106802,330,35.43268585205078,64.56732177734375
22,109716,50.,78.70576477050781,21.29424285888672
23,106963,50.,17.097890853881836,82.90210723876953
24,106774,330,8.343768119812012,91.65623474121094
25,106773,230,20.73794937133789,79.26204681396484
26,109687,140,41.16316604614258,58.83683395385742
27,108651,140,27.04954719543457,72.95045471191406
28,107089,140,19.204702377319336,80.79529571533203
29,105033,50.,26.79677963256836,73.20321655273438
30,108952,50.,52.84866714477539,47.151329040527344
31,105838,330,28.518104553222656,71.48189544677734
32,106566,230,47.67634582519531,52.32365798950195
33,107895,50.,40.388797760009766,59.6112060546875
34,107542,140,57.318939208984375,42.681068420410156
35,108006,140,40.97201919555664,59.02798080444336
36,107523,230,31.82145881652832,68.17854309082031
37,106683,330,43.5623664855957,56.43762969970703
38,104640,330,21.42005729675293,78.57994079589844
39,107374,330,23.581106185913086,76.41889190673828
40,136634,140,45.506568908691406,54.49342727661133
41,105209,140,13.51324462890625,86.48675537109375
42,159017,140,10.462003707885742,89.53799438476562
